0	0.1	0.0
1	0.1	0.1
2	0.1	0.2
3	0.1	0.3
4	0.1	0.4
5	0.1	0.5
6	0.1	0.6
7	0.1	0.7
8	0.1	0.8
9	0.1	0.9
10	0.1	1.0
11	0.1	1.1
12	0.1	1.2
13	0.1	1.3
14	0.1	1.4
15	0.1	1.5
16	0.1	1.6
17	0.1	1.7
18	0.1	1.8
19	0.1	1.9
20	0.1	2.0
21	0.1	2.1
22	0.1	2.2
23	0.1	2.3
24	0.1	2.4
25	0.1	2.5
26	0.1	2.6
27	0.1	2.7
28	0.1	2.8
29	0.1	2.9
30	0.1	3.0
31	0.1	3.1
32	0.1	3.2
33	0.1	3.3
34	0.1	3.4
35	0.1	3.5
36	0.1	3.6
37	0.1	3.7
38	0.1	3.8
39	0.1	3.9
40	0.1	4.0
41	0.1	4.1
42	0.1	4.2
43	0.1	4.3
44	0.1	4.4
45	0.1	4.5
46	0.1	4.6
47	0.1	4.7
48	0.1	4.8
49	0.1	4.9
50	0.1	5.0
51	0.1	5.1
52	0.1	5.2
53	0.1	5.3
54	0.1	5.4
55	0.1	5.5
56	0.1	5.6
57	0.1	5.7
58	0.1	5.8
59	0.1	5.9
60	0.1	6.0
61	0.1	6.1
62	0.1	6.2
63	0.1	6.3
64	0.1	6.4
65	0.1	6.5
66	0.1	6.6
67	0.1	6.7
68	0.1	6.8
69	0.1	6.9
70	0.1	7.0
71	0.1	7.1
72	0.1	7.2
73	0.1	7.3
74	0.1	7.4
75	0.1	7.5
76	0.1	7.6
77	0.1	7.7
78	0.1	7.8
79	0.1	7.9
80	0.1	8.0
81	0.1	8.1
82	0.1	8.2
83	0.1	8.3
84	0.1	8.4
85	0.1	8.5
86	0.1	8.6
87	0.1	8.7
88	0.1	8.8
89	0.1	8.9
90	0.1	9.0
91	0.1	9.1
92	0.1	9.2
93	0.1	9.3
94	0.1	9.4
95	0.1	9.5
96	0.1	9.6
97	0.1	9.7
98	0.1	9.8
99	0.1	9.9
100	0.6	0.0
101	0.6	0.1
102	0.6	0.2
103	0.6	0.3
104	0.6	0.4
105	0.6	0.5
106	0.6	0.6
107	0.6	0.7
108	0.6	0.8
109	0.6	0.9
110	0.6	1.0
111	0.6	1.1
112	0.6	1.2
113	0.6	1.3
114	0.6	1.4
115	0.6	1.5
116	0.6	1.6
117	0.6	1.7
118	0.6	1.8
119	0.6	1.9
120	0.6	2.0
121	0.6	2.1
122	0.6	2.2
123	0.6	2.3
124	0.6	2.4
125	0.6	2.5
126	0.6	2.6
127	0.6	2.7
128	0.6	2.8
129	0.6	2.9
130	0.6	3.0
131	0.6	3.1
132	0.6	3.2
133	0.6	3.3
134	0.6	3.4
135	0.6	3.5
136	0.6	3.6
137	0.6	3.7
138	0.6	3.8
139	0.6	3.9
140	0.6	4.0
141	0.6	4.1
142	0.6	4.2
143	0.6	4.3
144	0.6	4.4
145	0.6	4.5
146	0.6	4.6
147	0.6	4.7
148	0.6	4.8
149	0.6	4.9
150	0.6	5.0
151	0.6	5.1
152	0.6	5.2
153	0.6	5.3
154	0.6	5.4
155	0.6	5.5
156	0.6	5.6
157	0.6	5.7
158	0.6	5.8
159	0.6	5.9
160	0.6	6.0
161	0.6	6.1
162	0.6	6.2
163	0.6	6.3
164	0.6	6.4
165	0.6	6.5
166	0.6	6.6
167	0.6	6.7
168	0.6	6.8
169	0.6	6.9
170	0.6	7.0
171	0.6	7.1
172	0.6	7.2
173	0.6	7.3
174	0.6	7.4
175	0.6	7.5
176	0.6	7.6
177	0.6	7.7
178	0.6	7.8
179	0.6	7.9
180	0.6	8.0
181	0.6	8.1
182	0.6	8.2
183	0.6	8.3
184	0.6	8.4
185	0.6	8.5
186	0.6	8.6
187	0.6	8.7
188	0.6	8.8
189	0.6	8.9
190	0.6	9.0
191	0.6	9.1
192	0.6	9.2
193	0.6	9.3
194	0.6	9.4
195	0.6	9.5
196	0.6	9.6
197	0.6	9.7
198	0.6	9.8
199	0.6	9.9
200	1.1	0.0
201	1.1	0.1
202	1.1	0.2
203	1.1	0.3
204	1.1	0.4
205	1.1	0.5
206	1.1	0.6
207	1.1	0.7
208	1.1	0.8
209	1.1	0.9
210	1.1	1.0
211	1.1	1.1
212	1.1	1.2
213	1.1	1.3
214	1.1	1.4
215	1.1	1.5
216	1.1	1.6
217	1.1	1.7
218	1.1	1.8
219	1.1	1.9
220	1.1	2.0
221	1.1	2.1
222	1.1	2.2
223	1.1	2.3
224	1.1	2.4
225	1.1	2.5
226	1.1	2.6
227	1.1	2.7
228	1.1	2.8
229	1.1	2.9
230	1.1	3.0
231	1.1	3.1
232	1.1	3.2
233	1.1	3.3
234	1.1	3.4
235	1.1	3.5
236	1.1	3.6
237	1.1	3.7
238	1.1	3.8
239	1.1	3.9
240	1.1	4.0
241	1.1	4.1
242	1.1	4.2
243	1.1	4.3
244	1.1	4.4
245	1.1	4.5
246	1.1	4.6
247	1.1	4.7
248	1.1	4.8
249	1.1	4.9
250	1.1	5.0
251	1.1	5.1
252	1.1	5.2
253	1.1	5.3
254	1.1	5.4
255	1.1	5.5
256	1.1	5.6
257	1.1	5.7
258	1.1	5.8
259	1.1	5.9
260	1.1	6.0
261	1.1	6.1
262	1.1	6.2
263	1.1	6.3
264	1.1	6.4
265	1.1	6.5
266	1.1	6.6
267	1.1	6.7
268	1.1	6.8
269	1.1	6.9
270	1.1	7.0
271	1.1	7.1
272	1.1	7.2
273	1.1	7.3
274	1.1	7.4
275	1.1	7.5
276	1.1	7.6
277	1.1	7.7
278	1.1	7.8
279	1.1	7.9
280	1.1	8.0
281	1.1	8.1
282	1.1	8.2
283	1.1	8.3
284	1.1	8.4
285	1.1	8.5
286	1.1	8.6
287	1.1	8.7
288	1.1	8.8
289	1.1	8.9
290	1.1	9.0
291	1.1	9.1
292	1.1	9.2
293	1.1	9.3
294	1.1	9.4
295	1.1	9.5
296	1.1	9.6
297	1.1	9.7
298	1.1	9.8
299	1.1	9.9
300	1.6	0.0
301	1.6	0.1
302	1.6	0.2
303	1.6	0.3
304	1.6	0.4
305	1.6	0.5
306	1.6	0.6
307	1.6	0.7
308	1.6	0.8
309	1.6	0.9
310	1.6	1.0
311	1.6	1.1
312	1.6	1.2
313	1.6	1.3
314	1.6	1.4
315	1.6	1.5
316	1.6	1.6
317	1.6	1.7
318	1.6	1.8
319	1.6	1.9
320	1.6	2.0
321	1.6	2.1
322	1.6	2.2
323	1.6	2.3
324	1.6	2.4
325	1.6	2.5
326	1.6	2.6
327	1.6	2.7
328	1.6	2.8
329	1.6	2.9
330	1.6	3.0
331	1.6	3.1
332	1.6	3.2
333	1.6	3.3
334	1.6	3.4
335	1.6	3.5
336	1.6	3.6
337	1.6	3.7
338	1.6	3.8
339	1.6	3.9
340	1.6	4.0
341	1.6	4.1
342	1.6	4.2
343	1.6	4.3
344	1.6	4.4
345	1.6	4.5
346	1.6	4.6
347	1.6	4.7
348	1.6	4.8
349	1.6	4.9
350	1.6	5.0
351	1.6	5.1
352	1.6	5.2
353	1.6	5.3
354	1.6	5.4
355	1.6	5.5
356	1.6	5.6
357	1.6	5.7
358	1.6	5.8
359	1.6	5.9
360	1.6	6.0
361	1.6	6.1
362	1.6	6.2
363	1.6	6.3
364	1.6	6.4
365	1.6	6.5
366	1.6	6.6
367	1.6	6.7
368	1.6	6.8
369	1.6	6.9
370	1.6	7.0
371	1.6	7.1
372	1.6	7.2
373	1.6	7.3
374	1.6	7.4
375	1.6	7.5
376	1.6	7.6
377	1.6	7.7
378	1.6	7.8
379	1.6	7.9
380	1.6	8.0
381	1.6	8.1
382	1.6	8.2
383	1.6	8.3
384	1.6	8.4
385	1.6	8.5
386	1.6	8.6
387	1.6	8.7
388	1.6	8.8
389	1.6	8.9
390	1.6	9.0
391	1.6	9.1
392	1.6	9.2
393	1.6	9.3
394	1.6	9.4
395	1.6	9.5
396	1.6	9.6
397	1.6	9.7
398	1.6	9.8
399	1.6	9.9
400	2.1	0.0
401	2.1	0.1
402	2.1	0.2
403	2.1	0.3
404	2.1	0.4
405	2.1	0.5
406	2.1	0.6
407	2.1	0.7
408	2.1	0.8
409	2.1	0.9
410	2.1	1.0
411	2.1	1.1
412	2.1	1.2
413	2.1	1.3
414	2.1	1.4
415	2.1	1.5
416	2.1	1.6
417	2.1	1.7
418	2.1	1.8
419	2.1	1.9
420	2.1	2.0
421	2.1	2.1
422	2.1	2.2
423	2.1	2.3
424	2.1	2.4
425	2.1	2.5
426	2.1	2.6
427	2.1	2.7
428	2.1	2.8
429	2.1	2.9
430	2.1	3.0
431	2.1	3.1
432	2.1	3.2
433	2.1	3.3
434	2.1	3.4
435	2.1	3.5
436	2.1	3.6
437	2.1	3.7
438	2.1	3.8
439	2.1	3.9
440	2.1	4.0
441	2.1	4.1
442	2.1	4.2
443	2.1	4.3
444	2.1	4.4
445	2.1	4.5
446	2.1	4.6
447	2.1	4.7
448	2.1	4.8
449	2.1	4.9
450	2.1	5.0
451	2.1	5.1
452	2.1	5.2
453	2.1	5.3
454	2.1	5.4
455	2.1	5.5
456	2.1	5.6
457	2.1	5.7
458	2.1	5.8
459	2.1	5.9
460	2.1	6.0
461	2.1	6.1
462	2.1	6.2
463	2.1	6.3
464	2.1	6.4
465	2.1	6.5
466	2.1	6.6
467	2.1	6.7
468	2.1	6.8
469	2.1	6.9
470	2.1	7.0
471	2.1	7.1
472	2.1	7.2
473	2.1	7.3
474	2.1	7.4
475	2.1	7.5
476	2.1	7.6
477	2.1	7.7
478	2.1	7.8
479	2.1	7.9
480	2.1	8.0
